not enough replicas to describe the ground state at A_q=1.575757575757576 and w_d=0.8, leakage=0.011
not enough replicas to describe the ground state at A_q=1.6161616161616164 and w_d=0.8, leakage=0.012
not enough replicas to describe the ground state at A_q=1.6565656565656568 and w_d=0.8, leakage=0.014
not enough replicas to describe the ground state at A_q=1.696969696969697 and w_d=0.8, leakage=0.015
not enough replicas to describe the ground state at A_q=1.7373737373737375 and w_d=0.8, leakage=0.016
not enough replicas to describe the ground state at A_q=1.777777777777778 and w_d=0.8, leakage=0.018
not enough replicas to describe the ground state at A_q=1.8181818181818183 and w_d=0.8, leakage=0.019
not enough replicas to describe the ground state at A_q=1.8585858585858588 and w_d=0.8, leakage=0.02
not enough replicas to describe the ground state at A_q=1.8989898989898992 and w_d=0.8, leakage=0.022
not enough replicas to describe the ground state at A_q=1.9393939393939394 and w_d=0.8, leakage=0.023
not enough replicas to describe the ground state at A_q=1.97979797979798 and w_d=0.8, leakage=0.025
not enough replicas to describe the ground state at A_q=2.0202020202020203 and w_d=0.8, leakage=0.026
not enough replicas to describe the ground state at A_q=2.060606060606061 and w_d=0.8, leakage=0.028
not enough replicas to describe the ground state at A_q=2.101010101010101 and w_d=0.8, leakage=0.029
not enough replicas to describe the ground state at A_q=2.1414141414141414 and w_d=0.8, leakage=0.031
not enough replicas to describe the ground state at A_q=2.181818181818182 and w_d=0.8, leakage=0.032
not enough replicas to describe the ground state at A_q=2.2222222222222223 and w_d=0.8, leakage=0.034
not enough replicas to describe the ground state at A_q=2.262626262626263 and w_d=0.8, leakage=0.036
not enough replicas to describe the ground state at A_q=2.303030303030303 and w_d=0.8, leakage=0.037
not enough replicas to describe the ground state at A_q=2.3434343434343434 and w_d=0.8, leakage=0.039
not enough replicas to describe the ground state at A_q=2.383838383838384 and w_d=0.8, leakage=0.041
not enough replicas to describe the ground state at A_q=2.4242424242424243 and w_d=0.8, leakage=0.042
not enough replicas to describe the ground state at A_q=2.464646464646465 and w_d=0.8, leakage=0.044
not enough replicas to describe the ground state at A_q=2.505050505050505 and w_d=0.8, leakage=0.045
not enough replicas to describe the ground state at A_q=2.545454545454546 and w_d=0.8, leakage=0.047
not enough replicas to describe the ground state at A_q=2.585858585858586 and w_d=0.8, leakage=0.048
not enough replicas to describe the ground state at A_q=2.6262626262626263 and w_d=0.8, leakage=0.05
not enough replicas to describe the ground state at A_q=2.666666666666667 and w_d=0.8, leakage=0.051
not enough replicas to describe the ground state at A_q=2.707070707070707 and w_d=0.8, leakage=0.053
not enough replicas to describe the ground state at A_q=2.747474747474748 and w_d=0.8, leakage=0.054
not enough replicas to describe the ground state at A_q=2.787878787878788 and w_d=0.8, leakage=0.055
not enough replicas to describe the ground state at A_q=2.8282828282828287 and w_d=0.8, leakage=0.056
not enough replicas to describe the first excited state at A_q=2.8282828282828287 and w_d=0.8, leakage=0.01
not enough replicas to describe the ground state at A_q=2.868686868686869 and w_d=0.8, leakage=0.058
not enough replicas to describe the first excited state at A_q=2.868686868686869 and w_d=0.8, leakage=0.011
not enough replicas to describe the ground state at A_q=2.909090909090909 and w_d=0.8, leakage=0.059
not enough replicas to describe the first excited state at A_q=2.909090909090909 and w_d=0.8, leakage=0.012
